Date,Outdoor Temperature,Feels Like,Dew Point,Wind Speed,Wind Gust,Max Daily Gust,Wind Direction,Hourly Rain,Event Rain,Daily Rain,Weekly Rain,Monthly Rain,Total Rain,Relative Pressure,Outdoor Humidity,Ultra-Violet Radiation Index,Solar Radiation,Absolute Pressure
2020-11-21T07:05:00-08:00,39,39,38.7,0,0,0,220,0,0,0,2.18,5.92,7.77,30.31,99,0,0,30.38
2020-11-21T07:00:00-08:00,39.2,39.2,38.9,0,0,0,221,0,0,0,2.18,5.92,7.77,30.31,99,0,0,30.38
2020-11-21T06:55:00-08:00,39.2,39.2,38.9,0,0,0,221,0,0,0,2.18,5.92,7.77,30.32,99,0,0,30.39
2020-11-21T06:50:00-08:00,39.4,39.4,39.1,0,0,0,221,0,0,0,2.18,5.92,7.77,30.31,99,0,0,30.38
2020-11-21T06:45:00-08:00,39.4,39.4,39.1,0,0,0,221,0,0,0,2.18,5.92,7.77,30.31,99,0,0,30.38
2020-11-21T06:40:00-08:00,39.6,39.6,39.3,0,0,0,221,0,0,0,2.18,5.92,7.77,30.32,99,0,0,30.39
2020-11-21T06:35:00-08:00,39.6,39.6,39.3,0,0,0,221,0,0,0,2.18,5.92,7.77,30.32,99,0,0,30.39
2020-11-21T06:30:00-08:00,39.7,39.7,39.4,0,0,0,221,0,0,0,2.18,5.92,7.77,30.32,99,0,0,30.39
2020-11-21T06:25:00-08:00,39.7,39.7,39.4,0,0,0,221,0,0,0,2.18,5.92,7.77,30.32,99,0,0,30.39
2020-11-21T06:20:00-08:00,39.7,39.7,39.4,0,0,0,221,0,0,0,2.18,5.92,7.77,30.32,99,0,0,30.39
2020-11-21T06:15:00-08:00,39.7,39.7,39.4,0,0,0,221,0,0,0,2.18,5.92,7.77,30.3,99,0,0,30.38
2020-11-21T06:10:00-08:00,39.7,39.7,39.4,0,0,0,221,0,0,0,2.18,5.92,7.77,30.32,99,0,0,30.39
2020-11-21T06:05:00-08:00,39.7,39.7,39.4,0,0,0,221,0,0,0,2.18,5.92,7.77,30.32,99,0,0,30.39
2020-11-21T06:00:00-08:00,39.7,39.7,39.4,0,0,0,221,0,0,0,2.18,5.92,7.77,30.31,99,0,0,30.38
2020-11-21T05:55:00-08:00,39.7,39.7,39.4,0,0,0,221,0,0,0,2.18,5.92,7.77,30.31,99,0,0,30.38
2020-11-21T05:50:00-08:00,39.6,39.6,39.3,0,0,0,221,0,0,0,2.18,5.92,7.77,30.31,99,0,0,30.38
2020-11-21T05:45:00-08:00,39.7,39.7,39.4,0,0,0,220,0,0,0,2.18,5.92,7.77,30.31,99,0,0,30.38
2020-11-21T05:40:00-08:00,39.7,39.7,39.4,0,0,0,220,0,0,0,2.18,5.92,7.77,30.32,99,0,0,30.39
2020-11-21T05:35:00-08:00,39.7,39.7,39.4,0,0,0,220,0,0,0,2.18,5.92,7.77,30.31,99,0,0,30.38
2020-11-21T05:30:00-08:00,39.7,39.7,39.4,0,0,0,220,0,0,0,2.18,5.92,7.77,30.32,99,0,0,30.39
2020-11-21T05:25:00-08:00,39.7,39.7,39.4,0,0,0,220,0,0,0,2.18,5.92,7.77,30.32,99,0,0,30.39
2020-11-21T05:20:00-08:00,39.7,39.7,39.4,0,0,0,220,0,0,0,2.18,5.92,7.77,30.32,99,0,0,30.39
2020-11-21T05:15:00-08:00,39.7,39.7,39.4,0,0,0,219,0,0,0,2.18,5.92,7.77,30.32,99,0,0,30.39
2020-11-21T05:10:00-08:00,39.7,39.7,39.4,0,0,0,220,0,0,0,2.18,5.92,7.77,30.31,99,0,0,30.38
2020-11-21T05:05:00-08:00,39.6,39.6,39.3,0,0,0,219,0,0,0,2.18,5.92,7.77,30.31,99,0,0,30.38
2020-11-21T05:00:00-08:00,39.7,39.7,39.4,0,0,0,219,0,0,0,2.18,5.92,7.77,30.31,99,0,0,30.38
2020-11-21T04:55:00-08:00,39.7,39.7,39.4,0,0,0,220,0,0,0,2.18,5.92,7.77,30.31,99,0,0,30.38
2020-11-21T04:50:00-08:00,39.7,39.7,39.4,0,0,0,219,0,0,0,2.18,5.92,7.77,30.31,99,0,0,30.38
2020-11-21T04:45:00-08:00,39.9,39.9,39.6,0,0,0,219,0,0,0,2.18,5.92,7.77,30.31,99,0,0,30.38
2020-11-21T04:40:00-08:00,39.9,39.9,39.6,0,0,0,219,0,0,0,2.18,5.92,7.77,30.31,99,0,0,30.38
2020-11-21T04:35:00-08:00,39.7,39.7,39.4,0,0,0,219,0,0,0,2.18,5.92,7.77,30.32,99,0,0,30.39
2020-11-21T04:30:00-08:00,39.7,39.7,39.4,0,0,0,219,0,0,0,2.18,5.92,7.77,30.32,99,0,0,30.39
2020-11-21T04:25:00-08:00,39.7,39.7,39.4,0,0,0,219,0,0,0,2.18,5.92,7.77,30.31,99,0,0,30.38
2020-11-21T04:20:00-08:00,39.7,39.7,39.4,0,0,0,219,0,0,0,2.18,5.92,7.77,30.3,99,0,0,30.38
2020-11-21T04:15:00-08:00,39.6,39.6,39.3,0,0,0,219,0,0,0,2.18,5.92,7.77,30.31,99,0,0,30.38
2020-11-21T04:10:00-08:00,39.7,39.7,39.4,0,0,0,219,0,0,0,2.18,5.92,7.77,30.31,99,0,0,30.38
2020-11-21T04:05:00-08:00,39.7,39.7,39.4,0,0,0,219,0,0,0,2.18,5.92,7.77,30.32,99,0,0,30.39
2020-11-21T04:00:00-08:00,39.7,39.7,39.4,0,0,0,219,0,0,0,2.18,5.92,7.77,30.32,99,0,0,30.39
2020-11-21T03:55:00-08:00,39.9,39.9,39.6,0,0,0,219,0,0,0,2.18,5.92,7.77,30.32,99,0,0,30.4
2020-11-21T03:50:00-08:00,39.9,39.9,39.6,0,0,0,219,0,0,0,2.18,5.92,7.77,30.32,99,0,0,30.4
2020-11-21T03:45:00-08:00,39.9,39.9,39.6,0,0,0,219,0,0,0,2.18,5.92,7.77,30.33,99,0,0,30.4
2020-11-21T03:40:00-08:00,39.9,39.9,39.6,0,0,0,219,0,0,0,2.18,5.92,7.77,30.32,99,0,0,30.39
2020-11-21T03:35:00-08:00,39.9,39.9,39.6,0,0,0,219,0,0,0,2.18,5.92,7.77,30.32,99,0,0,30.39
2020-11-21T03:30:00-08:00,39.9,39.9,39.6,0,0,0,219,0,0,0,2.18,5.92,7.77,30.32,99,0,0,30.39
2020-11-21T03:25:00-08:00,39.9,39.9,39.6,0,0,0,219,0,0,0,2.18,5.92,7.77,30.32,99,0,0,30.39
2020-11-21T03:20:00-08:00,39.9,39.9,39.6,0,0,0,219,0,0,0,2.18,5.92,7.77,30.32,99,0,0,30.39
2020-11-21T03:15:00-08:00,39.9,39.9,39.6,0,0,0,219,0,0,0,2.18,5.92,7.77,30.32,99,0,0,30.39
2020-11-21T03:10:00-08:00,40.1,40.1,39.8,0,0,0,219,0,0,0,2.18,5.92,7.77,30.32,99,0,0,30.39
2020-11-21T03:05:00-08:00,40.1,40.1,39.8,0,0,0,219,0,0,0,2.18,5.92,7.77,30.32,99,0,0,30.39
2020-11-21T03:01:00-08:00,40.1,40.1,39.8,0,0,0,219,0,0,0,2.18,5.92,7.77,30.32,99,0,0,30.39
2020-11-21T02:55:00-08:00,40.3,40.3,40,0,0,0,219,0,0,0,2.18,5.92,7.77,30.32,99,0,0,30.4
2020-11-21T02:50:00-08:00,40.3,40.3,40,0,0,0,219,0,0,0,2.18,5.92,7.77,30.32,99,0,0,30.4
2020-11-21T02:45:00-08:00,40.5,40.5,40.2,0,0,0,219,0,0,0,2.18,5.92,7.77,30.32,99,0,0,30.39
2020-11-21T02:41:00-08:00,40.5,40.5,40.2,0,0,0,219,0,0,0,2.18,5.92,7.77,30.32,99,0,0,30.39
2020-11-21T02:35:00-08:00,40.5,40.5,40.2,0,0,0,219,0,0,0,2.18,5.92,7.77,30.32,99,0,0,30.39
2020-11-21T02:30:00-08:00,40.5,40.5,40.2,0,0,0,219,0,0,0,2.18,5.92,7.77,30.32,99,0,0,30.4
2020-11-21T02:25:00-08:00,40.5,40.5,40.2,0,0,0,219,0,0,0,2.18,5.92,7.77,30.32,99,0,0,30.4
2020-11-21T02:21:00-08:00,40.5,40.5,40.2,0,0,0,219,0,0,0,2.18,5.92,7.77,30.33,99,0,0,30.4
2020-11-21T02:15:00-08:00,40.5,40.5,40.2,0,0,0,219,0,0,0,2.18,5.92,7.77,30.32,99,0,0,30.39
2020-11-21T02:10:00-08:00,40.6,40.6,40.3,0,0,0,219,0,0,0,2.18,5.92,7.77,30.32,99,0,0,30.4
2020-11-21T02:05:00-08:00,40.6,40.6,40.3,0,0,0,219,0,0,0,2.18,5.92,7.77,30.32,99,0,0,30.39
2020-11-21T02:01:00-08:00,40.6,40.6,40.3,0,0,0,219,0,0,0,2.18,5.92,7.77,30.32,99,0,0,30.39
2020-11-21T01:55:00-08:00,40.6,40.6,40.3,0,0,0,219,0,0,0,2.18,5.92,7.77,30.33,99,0,0,30.4
2020-11-21T01:50:00-08:00,40.6,40.6,40.3,0,0,0,219,0,0,0,2.18,5.92,7.77,30.32,99,0,0,30.39
2020-11-21T01:45:00-08:00,40.6,40.6,40.3,0,0,0,219,0,0,0,2.18,5.92,7.77,30.32,99,0,0,30.4
2020-11-21T01:41:00-08:00,40.6,40.6,40.3,0,0,0,219,0,0,0,2.18,5.92,7.77,30.32,99,0,0,30.39
2020-11-21T01:35:00-08:00,40.6,40.6,40.3,0,0,0,219,0,0,0,2.18,5.92,7.77,30.33,99,0,0,30.4
2020-11-21T01:30:00-08:00,40.6,40.6,40.3,0,0,0,219,0,0,0,2.18,5.92,7.77,30.33,99,0,0,30.4
2020-11-21T01:25:00-08:00,40.6,40.6,40.3,0,0,0,219,0,0,0,2.18,5.92,7.77,30.32,99,0,0,30.4
2020-11-21T01:20:00-08:00,40.6,40.6,40.3,0,0,0,219,0,0,0,2.18,5.92,7.77,30.33,99,0,0,30.4
2020-11-21T01:15:00-08:00,40.5,40.5,40.2,0,0,0,219,0,0,0,2.18,5.92,7.77,30.32,99,0,0,30.4
2020-11-21T01:10:00-08:00,40.5,40.5,40.2,0,0,0,219,0,0,0,2.18,5.92,7.77,30.33,99,0,0,30.4
2020-11-21T01:05:00-08:00,40.5,40.5,40.2,0,0,0,219,0,0,0,2.18,5.92,7.77,30.32,99,0,0,30.4
2020-11-21T01:00:00-08:00,40.5,40.5,40.2,0,0,0,219,0,0,0,2.18,5.92,7.77,30.33,99,0,0,30.4
2020-11-21T00:55:00-08:00,40.5,40.5,40.2,0,0,0,219,0,0,0,2.18,5.92,7.77,30.33,99,0,0,30.4
2020-11-21T00:50:00-08:00,40.3,40.3,40,0,0,0,219,0,0,0,2.18,5.92,7.77,30.33,99,0,0,30.4
2020-11-21T00:45:00-08:00,40.3,40.3,40,0,0,0,219,0,0,0,2.18,5.92,7.77,30.33,99,0,0,30.4
2020-11-21T00:40:00-08:00,40.3,40.3,40,0,0,0,219,0,0,0,2.18,5.92,7.77,30.32,99,0,0,30.4
2020-11-21T00:35:00-08:00,40.1,40.1,39.8,0,0,0,219,0,0,0,2.18,5.92,7.77,30.32,99,0,0,30.4
2020-11-21T00:30:00-08:00,40.1,40.1,39.8,0,0,0,219,0,0,0,2.18,5.92,7.77,30.32,99,0,0,30.39
2020-11-21T00:25:00-08:00,40.1,40.1,39.8,0,0,0,219,0,0,0,2.18,5.92,7.77,30.32,99,0,0,30.39
2020-11-21T00:20:00-08:00,40.1,40.1,39.8,0,0,0,219,0,0,0,2.18,5.92,7.77,30.33,99,0,0,30.4
2020-11-21T00:15:00-08:00,40.1,40.1,39.8,0,0,0,219,0,0,0,2.18,5.92,7.77,30.32,99,0,0,30.39
2020-11-21T00:10:00-08:00,40.1,40.1,39.8,0,0,0,219,0,0,0,2.18,5.92,7.77,30.32,99,0,0,30.39
2020-11-21T00:05:00-08:00,40.1,40.1,39.8,0,0,0,219,0,0,0,2.18,5.92,7.77,30.32,99,0,0,30.39
2020-11-21T00:00:00-08:00,39.9,39.9,39.6,0,0,0,219,0,0,0,2.18,5.92,7.77,30.33,99,0,0,30.4
